score,user,message,date,thumbs_up,reply_content
5,Nadya Anasthasya,"Info lowongan paling lengkap dan terupdate, membantu banget buat aku yang masih fresh graduate dan lagi nyari nyari kerja. Peluang untuk di reach out oleh HR pun kelihatannya besar ya",2023-01-06 09:21:01,0,
5,Dyah Ayu,"Alhamdullilah nemu aplikasi SIAPkerja. Sangat bermanfaat membantu buat aku yang belum punya pekerjaan, makasih siapkerja",2023-01-11 07:13:52,0,
5,ainun mustika,Terima kasih atas info lowongannya. Aplikasinya sangat bermanfaat bagi saya yang jobseeker. Rocomended untuk yang masih mencari kerja. Karena info lokernya sangat updateâ˜ºï¸,2023-01-05 05:07:44,0,
5,nyenye 98,"Aplikasinya cukup bagus, berbagai fitur pelatihan guna mempermudah pemahaman sebelum memasuki dunia kerja dan meningkatkan sdm Indonesia",2023-01-11 08:06:42,0,
5,im army,"aplikasinya bagus, membantu bgt buat aku yang laginyari kerja sesuai kriteria, udh banyak juga lowongannya",2023-01-05 06:52:45,0,
5,Nana,"Aplikasi sangat membantu sekali bagi yang belum mendapatkan pekerjaan, banyak sekali info lowongan pekerjaannya. Makasih SIAPkerja",2023-01-05 07:20:10,0,
5,selvi wulandari,"Terimakasih banget sama aplikasi siap kerja, aplikasinya bikin aku jadi mudah buat cari kerja, semangat buat kita semua para pejuang pencari kerja",2023-01-06 11:07:09,0,
5,Benaya Ruth,"Aplikasinya membantu banget buat aku yang belum punya kerjaan, fitur-fiturnya lengkap, mudah digunakan. Terima kasih SIAPkerja",2023-01-05 07:06:53,0,
5,Tri Yani,"Aplikasi yang sangat bermanfaat bagi kita yang membutuhkan lowongan kerja, sangat memudahkan untuk mencari pekerjaan, terima kasih SIAP KERJA",2023-01-08 09:02:26,0,
5,Lia,"Nyari lowongan kerja memang sulit, tapi dengan siapkerja ga perlu pusing lagi. Ada banyak lowongan yang tersedia, terima kasih siapkerja.",2022-12-21 17:09:14,0,
5,Reva Juliawati,"Aplikasinya membantu bangett, pas buat aku yg lagi cari lowongan pekerjaan. Makasih SIAPkerja buat info lokernya",2023-01-17 02:59:35,0,
5,Ilham Aa,"SIAPkerja ngebantu banget buat aku mahasiswi dapetin informasi pekerjaan, magang dan nyediain pelatihan juga buat ningkatin skill aku. Terima kasih SIAPkerja",2023-01-08 09:12:34,0,
5,Safan Parna Ramadandra,"Aplikasi ini sangat membantu memberikan saya informasi seputar pekerjaan, design juga simple dan minimalis namun sangat menarik, aplikasi juga sangat mudah digunakan",2023-01-18 08:16:21,2,
5,Murni,terimakasih info lowongannya.. membantu banget untuk aku yang belum punya kerjaan..pokoknya terthe best ini soalnya saya kemarin blum kerja allhamdulilah udah ada bantuan cari lowongan,2023-01-17 06:12:50,0,
5,cesalia intan,"Wahhh sangat membantu sekali aplikasi ini untuk aku yang belom kerja, apk sangat mudah di pakai dan sangat rekomendasi. Terimakasih",2023-01-16 10:11:42,0,
5,Novi Estika,"Wah makasi banget buat app SIAPkerja, sangat membantu buat nyari info pekerjaan buat aku yg masih fresh graduate ini.",2023-01-18 04:10:32,0,
5,endah Setyowati,Aplikasinya sangat bagus bisa memadai orang orang buat mencari pekerjaan dengan fitur2 yang sangatt menarikk,2023-01-05 07:03:30,1,
5,Aspa Fallen,"Aplikasinya sangat bermanfaat, memberi informasi lowongan pekerjaan, berguna sekali untuk yang sedang butuh",2023-01-05 13:04:59,0,
5,Ilham Nur Hakim,"Apknya bagus bagett, bisa cari"" lowongan kerja buat yang pengangguran dan banyak banget manfaatnya yang sangat membantu!!",2023-01-24 11:49:01,4,
5,Sera Maureen,"aplikasi nya bagus, ada fasilitas yg support buat orang' yg lagi cari lowongan kerja, ad pelatihan kerja nya juga",2023-01-06 09:13:06,0,
5,ana laela zahara,"aplikasi yang mambantu banget buat aku yang baru lulus dan lagi nyari kerja, banyak banget info yang bermanfaat dan lowongan kerja di berbagai daerah",2022-12-21 15:24:58,0,
5,Hermawati Windiani,"Sangat bermanfaat untuk para pencari kerja, dan bagus,mudah ngeklaim pekerjaan",2025-03-23 16:18:01,0,
5,NehebreGinting,Tolong dong admin verivikasi status cpmi saya sudah lengkap supaya saya bisa melamar kerja ke luar negeri melalui aplikasi ini siap kerja. Sukses selalu untuk admin Kemenaker Indonesia.,2025-04-18 00:35:49,1,
5,Dewi Ratnawati,Sangat berguna banget buat aku yang lagi cari lowongan kerja. Semoga bisa cepat dapat lewat apk SIAPkerja ini. Terima kasih info lowongannya,2023-01-11 07:07:08,0,
5,Deysa Ayudiapala,"Wah fiturnya makin mantap nih. Jadi gampang jga kalau cari lowongan, bantu banget buat aku yg baru mau nyari kerja",2023-01-05 06:02:44,0,
5,Hany Lestari,Aplikasinya membantu banget buat yg belum punya kerjaan. Lowongan kerjanya juga banyak. Makasih siap kerja.,2023-01-06 10:01:24,0,
5,joe ananda,"Aplikasi nya sangat membantu, dan banyak pelatihan, lowongan pekerjaan. Terimakasih siapkerjağŸ‘",2022-12-24 06:16:49,1,
5,Kios 3in1 Purworejo,"dari sudut pandang penyelenggara pelatihan, sebaiknya ditambah fitur chat dengan pendaftar, supaya komunikasi dengan calon peserta bisa berada dalam satu platform",2023-02-09 01:14:26,0,
5,Hakim Fame,"Bukan sekedar nyariin kerja, but sekalian ngasah skill lebih bagus lagi, good app good work ğŸ‘ terimakasih SIAPkerja.",2023-01-16 03:53:36,0,
5,Risaa Ratuu,"Aplikasinya keren banget!!!! Sangat membantu untuk para pencari kerja, terlebih fitur yang disediakan sangat mudah dipahami :>",2023-01-22 16:05:26,0,
5,Dalilah Husna,"Aplikasinya membantu sekali untuk mencari lowongan pekerjaan, pelatihan untuk meningkatkan kemampuan juga disertai dengan berita-berita terkait yang sangat membantu sekali",2023-01-22 06:54:05,1,
5,Erna Utami,Saya lupa password akun kemnaker Dan saat reset password tidak mendapatkan kode otp karena nomor telepon yang terdaftar sudah tidak aktif Bagaimana cara saya mengakses akun kemnaker kembali,2023-11-22 17:16:58,0,
5,Rakhmat febrian06,cek riwayat klaim sudah d bayarkan tapi saldo belom masuk ke rekening ini dari tanggal 24 mei 2025 gimana maksudnya???,2025-05-28 05:05:41,4,
5,Aby Fia,ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘Œ no comen menurut saya aplikasi ini bagus sangat membantu mencari lowongan pekerjaan.terus tingkatkan agar lebih bagus lagi untuk kedepannya ğŸ‘,2022-12-22 05:34:12,1,
5,riani,"apk untuk pencari kerja yg rekomended bgt sih, sangat mudah dijangkau dan banyak informasi lowongannya",2023-01-17 08:31:20,1,
5,ila sabila,"Terima kasih SIAPkerja, aplikasinya sangat membantu saya yg baru lulus kuliah, penggunaannya juga mudah dimengertiğŸ‘",2023-01-17 08:28:27,0,
5,Fadillah Nugroho,Usefull banget! Bisa memudahkan kita mencari lowongan yang tepat dan menambah skill kita.,2023-01-15 15:59:36,0,
5,Sherly Aulia Rizki,"Aplikasi nya keren, pelatihan-pelatihan yang tersedia juga sangat membantu.",2023-01-24 11:53:57,0,
5,Wulan Arikartika,"Aplikasinya keren, dengan tampilan simpel dan memudahkan kita untuk mencari pekerjaan",2023-01-23 06:05:58,0,
5,rully masta,"Terimakasih siap kerja , info lowongannya sangat membantu ,, dapat kerja dari apk ini nihh .",2023-01-11 10:20:54,0,
5,nur komariah,"aplikasi ini berguna banget buat aku yang belum dapet kerja dan mau cari kerja, terimakasih siapkerja semoga makin banyak loker"" nya yang bagus ğŸ¥°",2023-01-18 04:26:47,0,
5,Fadhil Anwar,"Aplikasinya bagus banget, fitur lengkap, tersedia pelatihan kerja, lowongan kerja, magang dsb,terimakasih SIAPkerja",2023-01-18 15:12:32,0,
5,Riki Mulyana,"Aplikasi nya bagus banget, berguna banget buat yg nyari kerja sama fitur fiturnya ckp lengkap",2023-01-15 05:12:01,0,
5,Dominikus Zerio,Aplikasi nya bagus cocok untuk yg baru lulus frash graduate untuk mencari pengalaman,2023-01-20 04:46:08,0,
5,Rika Rahayu,"Suka banget sama apk nya karena membantu banget buat aku yang lagi nyari kerjaan, apalagi aku fresh graduate, makasih siap kerja.",2023-01-15 12:46:06,0,
5,Zaib Shidiqi,"Aplikasinya bagus, mudah digunakan dan banyak tersedia lowongan pekerjaan sesuai dengan skill",2023-01-18 08:00:34,0,
5,Intan Aprilliani,"Aplikasi yang ngebantu untuk yang butuh lowongan kerja sihh ini, bagus dan ngebantu banget",2023-01-17 05:01:47,0,
5,Rana Juliana,Aplikasi sangat membantu buat upgrade skill dan mencari lowongan pekerjaan menjadi mudah,2023-01-08 10:17:29,0,
5,Quro'atull asikta,Buat para mahasiswa aplikasi ini sangat membantu untuk cari tambahan uang. Makasih siapkerja.,2023-01-18 02:41:56,0,
5,Restu,"Aplikasinya bagus, mudah digunakan, dan mampu meningkatkan skill krna fitur fitur yang diberikan.",2023-01-23 05:23:46,0,
5,Hizbullah Harris,"Terima kasih info lowkernya, sangat membantu sekali untuk para jobseeker, makasih siap kerja, mudah mudahan keterima.",2023-01-08 09:22:05,1,
5,Fardillah Mifta,Karena aplikasi siapkerja memudahkan sy mencari pekerjaan.. Sekarang sudah dapat pekerjaan sesuai bidang sy.. Terimakasih siapkerja,2023-01-08 09:19:31,1,
5,Risna oktaviani,"Aplikasinya sangat ngebantu aku banget dikala lagi cari kerja, lowongan pekerjaanya juga update banget",2023-01-11 10:35:51,0,
5,Ikeputri 20,Aplikasinya sangat bermanfat dan membantu terutama utk yg belum punya kerjaan. Terimakasih jg utk info lowongannya,2023-01-06 07:24:54,1,
5,Siapa Hayo,Aplikasi ini sangat bermanfaat untuk saya sebagai mahasiswa. Terdapat fitur informasi magang dan sangat mempermudah saya. 1,2023-01-18 13:10:39,0,
5,mariana sri sudarmawati,"aplikasinya sangat bermanfaat untuk mencari pekerjaan, fitur-fiturnya juga mudah diaksesğŸ¤©",2023-01-18 09:25:49,0,
5,Dwi Setiadhi,aplikasi yang sangat baguss dan sangat sangat membantuu serta sudah jelas terpampang semua dalam aplikasi terima kasibh,2023-01-19 10:43:41,0,
5,Zilla Hikmah,"Akhirnya ada juga aplikasi yang bagus buat nyari info lowongan kerja, makasih banget lhoo siapkerja membantu banget buat nyari kerjaan",2023-01-17 08:14:18,1,
5,Nur Machfudz,Aplikasi ini sangat membantu saya dalam mencari lowongan pekerjaan. Aplikasinya juga simple dan mudah digunakan dalam mencari informasi pekerjaan,2023-01-23 10:36:59,1,
5,Nur Syaefulloh Purnomo,"Aplikasi sangat membantu , terimakasih info lowongan kerja nya. Mudah dan gampang cari info loker .",2023-01-18 04:04:05,0,
5,Antoni Eka Putra,Aplikasi yang mempermudah orang-orang untuk mencari lowongan pekerjaan. Semoga dapat terus dikembangkan.,2023-01-19 11:12:01,0,
5,Hari Yol,"Aplikasi ini sangat bagus dan bermanfaat bagi para pencari lowongan kerja, serta harus dikembangkan lebih baik lagi kedepannya",2023-01-15 04:21:31,0,
5,Indah Lestari,Aplikasi yang membantu banget buat aku yang belum dapet kerja.. semoga setelah ini bisa dapet pekerjaan.. terimakasih siapkerja,2023-01-05 06:44:27,0,
5,Miftakhul Hidayah,"Aplikasi ini membantu banget buat aku yang lagi nyari kerjaan, makasih bgt info lowongannya. Thanks full buat siap kerja",2022-12-23 02:26:37,0,
5,Denisa Nur,Aplikasinya sangat membantu dan mempermudah saya dalam mencari pekerjaan. Makasih siapkerja,2023-01-18 02:54:06,0,
5,annisa syaefulloh,Terimah kasih untuk info lowongan kerja nya dan ini sangat membantu sekali untuk saya yang sedang mencari pekerjaan..ğŸ¥°,2023-01-18 06:34:30,0,
5,Utami Fitri,Aplikasi yang bagus buat cari lowongan kerja. Pokoknya membantu banget buat dapet kerjaan.,2023-01-18 03:48:17,0,
5,Revita Tri Ustiandari,"aplikasinya sangat membantu saya untuk mencati lowongan pekerjaan, mudah juga penggunaannya",2022-12-25 13:22:21,0,
5,Farel Insan,Aplikasi yang sangat membantu bagi kita yang ingin mencari lowongan terupdate dan terpercaya SIAP KERJA mantap,2023-01-11 06:49:45,0,
5,Reza Alvi Nurrohim,Aplikasinya sangat membantu saya sekali dalam mencari referensi kerja. Semoga kinerja aplikasi ini dapat terus ditingkatkan.,2023-01-24 11:09:17,0,
5,Qeisya Nurul Khasanah,"lowongan pekerjaan yang diberikan sangat variatif dan informatif sekali, terima kasih..",2023-01-15 12:40:51,0,
5,fredi meisandi,"Aplikasi yang sangat membantu untuk para pekerja, semoga aplikasi ini dapat selalu di upgrade menjadi lebih baik. Aamiin",2023-09-14 05:00:43,0,
5,Pamrihati I,"Aplikasinya membantu banget, ada info lowongan kerja membantu banget untuk aku yang belum punya kerjaan, terimakasih..",2023-01-06 07:14:55,1,
5,Riska Nur Fadilah,Aplikasi ini sangat bermanfaat karena memberikan program pelatihan pra kerja gratis dari pemerintah yang dapat meningkatkan skil seseorang,2024-06-27 08:02:32,0,
5,Indah Prasetyowati,Aplikasinya sangat membantu sekali untuk mencari lowongan kerja buat saya yang belum mendapatkan pekerjaan.,2023-01-17 08:43:41,0,
5,Nava Olivia,"Aplikasinya sangat membantu dan fiturnya sangat berguna dengan baik, terimakasih siapkerja",2023-01-21 05:27:07,1,
5,putri wulandari,"Membantu untuk yg sedang mencari perkerjaan, semoga aplikasi nya makin berkembang ğŸ¥°ğŸ‘",2022-12-22 01:16:21,0,
5,Annisa Fitriyani,"Aplikasinya bagus, membantu banget buat yang mau ikut pelatihan-pelatihan, update skill jadi gampang",2023-01-11 07:21:20,1,
5,Mela D Palupi,"membantu banget buat cari kerja, bisa nambah skill dan banyak bimbingan.. makasih banyak",2023-01-15 13:24:13,0,
5,M. Zaedatul Khoiri [ Mas Icun ],"Aplikasi ini membantu banget bagi yang pra kerja, terkoneksi banyak pelatihan gratis dari pemerintah. Sangat support banget bagi kami pencari kerja atau meningkatkan skill buat naek jabatan dalam perusahaan.",2024-03-02 13:44:42,4,
5,Sugih AT,Aplikasi yang membantu untuk meningkatkan skill dan membantu juga mencari pekerjaan The bestt,2022-12-25 07:05:00,0,
5,Sidiq Sidiq,Aplikasi ini sangat membantu untuk membuka lapangan kerja khusus nya dibidang tehnisi pendingin ( AC ) mudah mudahan bermanfaat,2024-08-27 13:34:37,0,
5,Rakhil Malikus,"aplikasi nya mudah digunakan,banyak info loker dan sangat membantu. terimakasih siapkerja",2023-01-08 08:53:30,0,
5,Aura Safillah,"Aplikasi yang sangat membantu aku banget untuk cari kerja, banyak berbagai info loker, terimakasih siapkerja",2023-01-05 06:53:52,0,
5,Fajar Putra,"bagus aplikasinyaa, informasi nya jelas lengkap dan mudah.",2022-12-24 01:02:17,0,
5,Murtia Nada,"Aplikasi siap kerja sangat memudahkan saya untuk mencari pekerjaan, recomended deh.",2023-01-11 10:37:18,0,
5,rusdi saleh,"Sangat membantu saya untuk mencari kerja , app nya mudah untuk digunakan . Thanks you yaaa .",2023-01-16 05:10:11,0,
5,Dyah Ayu Oktiara Putri,"ini aplikasi sangat menbantu mencari pekerjaan, terimakasih info lowongannya.",2022-12-23 09:19:31,0,
5,Gilian Dini Ridwan,Aplikasi ini sangat bagus karena memberi latihan pelayanan agar kita bisa siap. Kerja,2023-01-08 09:47:08,0,
5,Allie Fitzgerald,Aplikasinya sangat bagus membantu kita untuk menemukan pekerjaan yang kita mau dan siap untuk kerja,2023-01-11 05:49:53,0,
5,Farhan Ramadhan,jujur ini sangat membantu aku yang belum punya pekerjaan untuk bisa cari lowongan pekerjaan. rate dr aku 5/5 buat aplikasinyağŸ‘,2023-01-19 12:32:10,0,
5,Tsania Hefny Hidayah,aplikasi yang sangat bermanfaat dan ngebantu banget buat job seekers kaya aku. terimakasii SIAPkerja,2023-01-08 09:29:13,0,
5,perdian Syah,"Aplikasi ini sangat bagus, fiturnya juga keren banget jadi bisa memberikan informasi tentang pekerjaanğŸ¤©",2023-01-24 11:43:04,0,
5,Yudhi Oktavian Gule,Terimakasih lowongannya. Apps mudah digunakan. Banyak layanan nya.,2023-01-05 07:20:34,0,
5,robby yudiansyah,Sangat membantu mencari pekerjaan. Sesuai skil untuk pekerjaan maju terus siap kerja,2023-01-18 04:02:08,0,
5,chofifah alfin,"banyak informasi lowongan kerja, bisa pilih sesuai passion. pokoknya membantu banget deh",2023-01-05 05:05:19,0,
5,amanda,"aplikasinya sangat membantu dan informatif sekali, cocok untuk menambah pengetahuan",2023-01-18 03:51:07,0,
5,Ammar Semesta,"Aplikasi nya bagus, sangat informatif, dan sangat direkomendasikan deh bagi yang ingin mencari kerja",2023-01-22 14:24:46,0,
5,Hakim Amrillah,"ui ux nya kerenn, dan aplikasi ini ngebantu banget buat saya mencari lowongan kerja, mantap deh âœ¨",2023-01-22 16:00:33,0,
5,mar wiyah,"Terima kasih siapkerja, aplikasi nya membantu sekali untuk mencari lowongan kerja",2023-01-05 06:51:52,0,
5,Adellia 001,"Terimakasih siap kerja ,dengan adanya apk ini ,membantu saya mempermudah mencari lowongan kerja",2023-01-11 10:40:15,0,
5,Femi Nur azizah,Terima kasih aplikasi siapkerja. Sangat membantu saya mendapatkan info lowongan pekerjaan. Semoga kedepannya lebih baik lagi.,2022-12-25 05:52:01,1,
5,Dena Agustina,"Aplikasinya keren bngett, bagus bget buat temen-temen yg bingung buat cari pekerjaan",2023-01-18 08:52:03,0,
5,Vina Fatmawati Oktaviani,"Sebagai aku yang fresh graduate, apk nya sangat membantu sekali buat aku ya ng nyari kerja. Terima kasih SIAPkerja",2023-01-15 13:28:28,0,
5,Rio banu,"Aplikasinya sangat bagus, memberikan layanan yang sangat berguna untuk para pencari kerja",2023-01-16 11:03:33,0,
5,Zulfthmhr -,"Membantu sekali untuk para fresh graduated seperti aku yang belum punya kerjaan, terimakasih info lowongan terbarunya siap kerjağŸ‘ğŸ»ğŸ‘ğŸ»",2023-01-06 11:08:14,0,
5,Noor Khafifah,Aplikasi ini sangat membantu saya dalam mencari lowongan pekerjaan. Terima kasih siap kerjaaaa.,2023-01-16 11:54:50,0,
5,Nabila Nurshanya,Aplikasi SIAPkerja sangat membantu fresh graduate untuk mencari pekerjaan,2023-01-11 06:06:42,0,
5,Dinda Andriyani,"Aplikasinya sangat membantu Saya untuk menerima info lowongan kerja, makasih siappp kerjaa",2023-01-05 05:47:31,0,
5,Ratt Midd,Makasi banget ama aplikasi sekarang jauh lebih mudah cari lowongan pekerjan goog job aplikasinya,2023-01-05 05:11:24,0,
5,Meta Lara,Sangat membantu untuk mencari pekerjaan dan pelatihan kerja Yang sesuai,2022-10-31 00:14:14,9,
5,Stanislaus Danendra,"Membantu para pencari pekerjaan dengan mudah dan simpel, semoga semakin banyak lowongan kerja bagi temen-temen pencarian kerja",2023-01-17 07:18:19,0,
5,Amelia Huta,"Terima kasih SIAPkerja, aplikasi sangat membantu untuk mencari lowongan ğŸ‘",2023-01-17 03:08:29,2,
5,zakifai,"Sangat membantu dalam dunia kerja, bermanfaat, semoga bis terus berkembang",2023-01-18 13:28:17,0,
5,boim7,Aplikasinya bermanfaatğŸ‘ğŸ» fiturnya sangat membantu bagi para ketenagakerjaan,2023-01-22 21:59:30,0,
5,Dea Fitria,"Aplikasinya bermanfaat, membantu banget untuk aku yang lagi nyari pekerjaan, makasih siapkerjağŸ¥°",2023-01-17 06:43:45,0,
5,Salsabila Muklis,"Makasih banget buat info lowongannya, sangat bermanfaat dan ngebantu aku yang masih nyari kerja.",2023-01-16 09:47:42,0,
5,haikal,"aplikasi bagus bgttt, bener bener recomended untuk pejuang loker kaya ak, pokoknya bintang 100 untuk SIAPkerja ğŸ‘",2023-01-17 07:26:18,0,
5,Shendy Adhitama,"Aplikasi ini ngebantu banget buat aku yang lagi nyari kerja karena ada banyak info lowongan pekerjaan, Terimakasih aplikasi SIAPkerjağŸ‘",2023-01-11 10:36:41,0,
5,Melati Indah Sari,"Applikasinya bagus banget, banyak info lowongan kerja disini.",2022-12-23 03:53:04,0,
5,AidaW,Sangat berguna untuk pencari kerja yang tau informasi pelatihan dan kerja,2023-01-08 11:37:53,0,
5,Syafitra Adam,"Menambah wawasan untuk yang sedang mencari kerja, sangat membantu",2023-01-21 12:19:30,0,
5,R. Mugni Chairil Arbi,aplikasi yang sangat bermanfaat untuk mencari pekerjaan. memudahkan masyarakat mengakses pekerjaan yang ada di indonesia,2023-01-18 06:48:13,0,
5,raras anggi,Aplikasi yang sangat membantu untuk mencari pekerjaan dengan mudah di era digital.,2023-01-05 07:20:37,0,
5,Wiryo Eko,"Terimakasih sudah menyediakan aplikasi ini, membantu banget untuk aku yang belum punya kerjaan. Mantapp pokoknya...",2023-01-17 06:23:27,0,
5,Zahrah,"Disini banyak banget lowongan kerjanya, ngebantu banget sih buat aku yang beberapa bulan ini masih nganggur. Makasih SIAPkerja",2022-12-23 10:02:54,1,
5,FEERYAN FURQON AULIA,Aplikasi nya sangat membantu untuk menemukan informasi pekerjaan. Terus kembangkan untuk menuju Indonesia maju,2022-12-23 03:46:14,0,
5,Muhammad Syaif Aly,"Aplikasi nya simpel, banyak sekali lowongan yang tersedia",2023-01-11 08:18:05,0,
5,Juhri Menye,Aplikasi nya bagus banget dan setelah kita lulus langsung dapat kerja,2023-02-14 16:09:06,0,
5,asri aqwaliah,Aplikasi ini sangat membantu bagi para pencari kerja. Banyak fitur yang sangat membantu dan mudah diakses,2023-01-20 06:19:02,0,
5,Sofia Balqis Khoirunnisa,"Dengan tampilan yang mudah sekali untuk dipahami, aplikasi ini sangat membantu saya",2023-01-19 04:02:02,0,
5,Leni Marlina,Kalau jaringannya bagus langsung bisa ...tetapi kalau sedang susah jaringan bagaimana?,2023-03-24 22:48:30,0,
5,Farchan FP,Aplikasi ini sangat bermanfaat sekali bagi saya dn terutama bagi yang ingin mencari kerja,2023-01-22 16:13:06,0,
5,Rima Nuria K.S.S,"Terima kasih buat yang udah bkin aplikasi ini, karena membantu banget buat yang lagi nyari sampai dapet kerjaan.",2023-01-11 08:25:39,0,
5,Janna Almawa,"Terimakasih Siapkerja sudah membantu saya memdapatkan banyak lowongan kerja, bisa mengasah skill baru secara online good job",2023-01-15 13:38:55,0,
5,istisumardi paluppa,terima kasih SIAPkerja.. sangat membantu sekali buat saya yang masih jobless nemuin kerjaan yg sesuai skill,2023-01-08 09:22:01,0,
5,Mega Pertiwi,Aplikasinya sangat membantu untuk yang sedang mencari pekerjaan.,2023-01-16 07:59:05,0,
5,Adenta Bayu,aplikasi ini sangat membantu dalam mencari pekerjaan. penggunaannya juga sangat mudah,2023-01-20 08:10:56,0,
5,Yohanes Kwirinus Steviean,Aplikasi sangat bagus dan bermanfaat dalam membantu pekerja.,2023-01-20 08:14:15,0,
5,Hani Aprilliani,Senang banget pake aplikasi SIAPkerja ini. Memudahkan kita yang sulit cari kerjaan. Pokoknya aplikasi ini membantu bangetğŸ¤©,2023-01-05 06:51:26,0,
5,KittySeoul3,"Paket komplit banget, buat aku yg lagi ningkatin skill siap kerja juga. Thanks Siap Kerja ğŸ‘",2023-01-16 07:34:28,0,
5,Rudi Herwanto,Aplikasi yg sgt bermanfaat... Terutama bagi yg sedang cari pekerjaan.. Good job kemnaker,2023-01-21 07:39:22,0,
5,Edi Setiono,"Sangat bermanfaat bagi pencari kerja, ngurus kartu kerja ga pakek ribet.",2023-11-17 12:30:10,0,
5,Hafid Effendi,"aplikasinya kok susah sekali masuknya...cuma loading aja, sudah waktunya klaim KPJ yg kedua",2024-05-05 05:51:31,36,
5,Umi Mutamima,"apk siap kerja ini membantu banget bagi aku,pokonya rekomended deh buat kaliann installl dijamin ga nyesel disini banyak lowongan pekerjaan pula.",2023-01-11 10:33:38,0,
5,Shelbyna Revania Ramda Saragih,"good job buat apknya,banyak lowongan kerja terus apknya jg membaantu saya untuk nyari kerjaan",2023-01-11 10:50:15,0,
5,Ivan Adistawama P,Heran sama yg kasih rating jelek ini beneran bermasalah apa dianya yg gk ngerti makenya ya??? Saya fine2 aja tuh... Bisa login sampe lengkapin data diri,2024-01-10 12:37:52,2,
5,TOTO TAUFIK HIDAYAT,"Daftar atau buat akun dari web dan ikuti petunjuk selanjutnya ,kalau sudah verifkasi lanjut login di aplikasi begitu prosedurnya kawan semoga bermanfa'at, kalau belom paham silahkan lihat tutorialnya di youtube.",2023-06-20 12:01:13,0,
5,Mutiara Azzahra,"Makasih info lowongan nya, membantu banget buat aku yang lagi susah nyari kerjaa. Emang terbaik banget. Terimakasih siap kerjaa",2023-01-06 09:09:11,0,
5,Desi Kartika,Akhirnya aku nemuin aplikasi buat cari loker juga makasih siap kerja udah bantu aku buat mencari pekerjaan,2022-12-21 17:11:48,1,
5,Isnaini Nur Rohmatun,"Recommended banget buat yang lagi nyari lowongan pekerjaan, terima kasih siapkerja",2023-01-05 06:10:05,0,
5,Riska Maulaya,"Thank you, aplikasi ini sangat memudahkan buat aku yang lagi nyari lowongan pekerjaan",2023-01-18 03:09:11,0,
5,Gina Amalia,"Siapkerja bener"" ngebantu bgt buat nyari tau lowongan yg sesuai sm kebutuhanku, makasihh siapkerja ğŸ‘",2022-12-21 15:11:05,0,
